UTC,height_m,water_temp_C,wind_m_sec,tide_station,wind_km_h,Dep,month_UTC,month_name,rain_month_avg_mm,wind_am_month_avg_kmh,wind_pm_month_avg_kmh
2020-01-08T14:00:00Z,1.318,21.7,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-08T15:00:00Z,1.216,21.8,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-08T16:00:00Z,1.15,21.8,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-08T17:00:00Z,0.98,21.8,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-08T18:00:00Z,0.791,21.8,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-08T19:00:00Z,0.606,21.8,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-08T20:00:00Z,0.496,21.8,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-08T21:00:00Z,0.415,21.8,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-08T22:00:00Z,0.455,21.8,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-08T23:00:00Z,0.477,21.8,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-09T00:00:00Z,0.56,21.8,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-09T01:00:00Z,0.636,21.8,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-09T02:00:00Z,0.753,21.8,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-09T03:00:00Z,0.719,21.9,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-09T04:00:00Z,0.733,21.9,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-09T05:00:00Z,0.765,21.9,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-09T06:00:00Z,0.681,21.9,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-09T07:00:00Z,0.671,21.9,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-09T08:00:00Z,0.739,21.9,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-09T09:00:00Z,0.773,21.9,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-09T10:00:00Z,0.933,21.9,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-09T11:00:00Z,1.097,21.8,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-09T12:00:00Z,1.255,21.7,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-09T13:00:00Z,1.354,21.7,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
